name,sex,age,calibrated,median.longitude,median.latitude,longitude.df,latitude.df,adult,start,end,duration.days,method,biome,area.est,area.low,area.high,speed.est,speed.low,speed.high,tau.position.est,tau.position.low,tau.position.high,tau.velocity.est,tau.velocity.low,tau.velocity.high,hfi.mean,total.cells,cell.area,total.area,forest,floodplain,pasture,crop,dirt,savannah,water,urban,plantation,other
PA_05_KELLY,FEMALE,ADULT,TRUE,-55.76286118,-19.31457168,50.51722687644948,50.51722687644948,Yes,2009-05-10,2009-12-07,211,VHF,Pantanal,1.6576341040138807,1.2323533379177782,2.1449840951128554,8.3458567608433,5.730588486137811,10.957758993466252,NA,NA,NA,NA,NA,NA,0.213324636220932,16488,100,1648800,0.7082726831635129,0.2917273168364871,0,0,0,0,0,0,0,0
PA_08_BENJAMIN,MALE,ADULT,TRUE,-55.75920478,-19.31140069,175.9247352487266,175.9247352487266,Yes,2009-09-23,2017-10-22,2951,VHF,Pantanal,3.2742586050992815,2.808285164454496,3.7754738624154216,11.391094339774783,9.337774898165478,13.440464482413823,NA,NA,NA,NA,NA,NA,0.21683202187220255,32568,100,3256800,0.6298513878653893,0.37014861213461064,0,0,0,0,0,0,0,0
PA_09_SONIAMADALENA,FEMALE,ADULT,TRUE,-55.822564185,-19.281608024999997,3.2106911525799497,3.2106911525799497,Yes,2009-09-24,2009-11-07,44,VHF/GPS TS,Pantanal,19.407874492300646,4.300754073964699,45.679931391246186,1.668340241696689,1.5259382378245356,1.8105834486823398,12.758184494287448,0,26.84705708865098,1.878045672587152,1.3909711479680391,2.5356784383886954,0.21625914374987285,193099,100,19309900,0.5059787984401783,0.49402120155982165,0,0,0,0,0,0,0,0
PA_10_VIVEK,MALE,ADULT,TRUE,-55.754477295,-19.321585159999998,84.30580491828981,84.30580491828981,Yes,2009-10-03,2016-06-21,2453,VHF,Pantanal,2.080523364806179,1.6602271195449598,2.5475278074750114,NA,NA,NA,0.5386736074548591,0.2718191104451588,1.0675086637331008,NA,NA,NA,0.23397035896778107,20700,100,2070000,0.6222222222222222,0.37777777777777777,0,0,0,0,0,0,0,0
PA_11_LUIS,MALE,ADULT,TRUE,-55.74920126,-19.30452433,48.554896237204396,48.554896237204396,Yes,2010-05-16,2011-10-08,510,VHF,Pantanal,2.201104832108223,1.6259750739862078,2.86197972110264,8.99786503610628,4.7397525947782055,13.276542816113578,NA,NA,NA,NA,NA,NA,0.24971026182174683,21906,100,2190600,0.6921391399616543,0.3078608600383457,0,0,0,0,0,0,0,0
PA_12_FELIPPE,MALE,ADULT,TRUE,-55.75507812,-19.31686874,10.409543952529205,10.409543952529205,Yes,2010-05-16,2012-12-04,933,VHF,Pantanal,2.9061754583221244,1.4178525728803484,4.91957771432886,NA,NA,NA,1.045619375498337,0.11638828667355162,9.393727751007283,NA,NA,NA,0.23896056413650513,28907,100,2890700,0.5233334486456568,0.4766665513543432,0,0,0,0,0,0,0,0
PA_13_RITA,FEMALE,ADULT,TRUE,-55.75895325,-19.315273935,114.28946231506458,114.28946231506458,Yes,2012-05-23,2012-07-11,49,VHF/GPS TS,Pantanal,5.9403905891604145,4.901343469129758,7.077835367225509,14.195864118712628,13.110572366339273,15.280060619968813,0.31653501651231913,0.2419054960564007,0.4141882607540823,0.44175603746170133,0.333590155604087,0.5849944710762718,0.22930342555046082,59081,100,5908100,0.5688969381019279,0.4311030618980721,0,0,0,0,0,0,0,0
PA_15_MORENA,FEMALE,SUB-ADULT,TRUE,-55.75025183,-19.31441972,556.436752344977,556.436752344977,No,2011-05-22,2012-02-11,265,VHF/GPS TS,Pantanal,3.9826648949810473,3.6585822762303497,4.320304148935374,8.589640031931397,8.416240038238815,8.76299201550889,0.37468652059510504,0.3378069939493677,0.41559230930757,0.5643185489267776,0.5219231603820799,0.610157679972843,0.24638345837593079,39623,100,3962300,0.7514070110794235,0.24859298892057644,0,0,0,0,0,0,0,0
PA_16_DORA,FEMALE,ADULT,TRUE,-55.7544309,-19.30104086,115.4425303968774,115.4425303968774,Yes,2011-08-13,2014-01-28,899,VHF,Pantanal,5.54576203777917,4.580360603341017,6.602107480355106,NA,NA,NA,0.17097036961682388,0.07507031122850542,0.38937986014122106,NA,NA,NA,0.26510968804359436,55136,100,5513600,0.5625544109112014,0.4374455890887986,0,0,0,0,0,0,0,0
PA_18_NIC,MALE,SUB-ADULT,TRUE,-55.75339348,-19.31610972,40.67473718901072,40.67473718901072,No,2011-08-17,2013-04-27,619,VHF,Pantanal,1.8025576809240316,1.2916906851594783,2.3972237781702512,NA,NA,NA,1.7733890660310758,0.8486055086177937,3.7059726192927864,NA,NA,NA,0.23397035896778107,17933,100,1793300,0.5957731556348631,0.4042268443651369,0,0,0,0,0,0,0,0
PA_19_SERGIAO,MALE,ADULT,TRUE,-55.77011352,-19.29156689,1182.8664748239005,1182.8664748239005,Yes,2013-10-20,2015-05-11,568,GPS+VHF,Pantanal,8.081066071637302,7.627050142592046,8.548022666889366,13.97355543643877,13.771051459523367,14.176019106114161,0.4296501832672155,0.40233045229448533,0.4588250253710216,0.38844016442710816,0.369757952829328,0.40806630441781006,0.28691019862890244,80369,100,8036900,0.47420025134069105,0.5232116860978736,0.0025880625614353794,0,0,0,0,0,0,0
PA_20_SY,FEMALE,ADULT,TRUE,-55.838246235,-19.294199155,120.54408512385456,120.54408512385456,Yes,2014-07-15,2014-09-11,58,VHF/GPS TEL,Pantanal,5.8605593331630885,4.861141479202221,6.952018622664576,9.80173990488123,9.470271190545908,10.133055671186034,0.42175929135903584,0.33705054723362765,0.5277573387957663,0.5335441651875531,0.4683272209758727,0.6078429001254844,0.21175014972686768,58331,100,5833100,0.5822461469887367,0.41775385301126333,0,0,0,0,0,0,0,0
PA_21_CAIO,MALE,SUB-ADULT,TRUE,-55.761450085,-19.31706144,32.40971553813855,32.40971553813855,No,2011-09-03,2013-12-14,833,VHF,Pantanal,6.905448178112298,4.735797869832184,9.477807650670865,NA,NA,NA,3.8426004898633983,1.8542992948129449,7.962888497020072,NA,NA,NA,0.23482088106019156,68695,100,6869500,0.5534755076788703,0.4465244923211296,0,0,0,0,0,0,0,0
PA_22_EMILIO,MALE,ADULT,TRUE,-55.83033076,-19.29620214,14.118252772646851,14.118252772646851,Yes,2011-09-09,2012-05-22,256,VHF,Pantanal,2.3553185244103254,1.2914373440200186,3.7335721908529957,1.5097781371930827,0.7338752020540693,2.291814505215751,NA,NA,NA,NA,NA,NA,0.20117974281311035,23449,100,2344900,0.7265128576911596,0.27348714230884047,0,0,0,0,0,0,0,0
PA_23_RICK,MALE,ADULT,TRUE,-55.80113611,-19.27560682,181.96909685696056,181.96909685696056,Yes,2011-09-11,2014-10-21,1136,VHF,Pantanal,6.554474474023577,5.636706504227463,7.54044778328316,25.96195139426264,13.4607909665024,38.530523062057696,0.10559911921710907,0.0659962451176772,0.16896679439179718,0.33783521260878857,0,0.7246086991152513,0.21536789536476136,65185,100,6518500,0.5115594078392268,0.4686507632123955,0.012809695482089437,0,0,0,0,0,0,0
PA_24_LESLIE,FEMALE,ADULT,TRUE,-55.80354644,-19.26060042,79.77401920891967,79.77401920891967,Yes,2011-09-15,2014-07-10,1029,VHF,Pantanal,3.524982943051985,2.794120556537368,4.33947344145105,NA,NA,NA,1.0418939781807146,0.5672538707322624,1.9136811889320706,NA,NA,NA,0.30540510416030886,35056,100,3505600,0.33426517571884984,0.6564354176175262,0,0,0,0,0,0,0,0
PA_26_SACHIN,MALE,ADULT,TRUE,-55.77081647,-19.30890162,109.35043666433627,109.35043666433627,Yes,2011-11-14,2014-01-28,806,VHF,Pantanal,5.262009919869268,4.322091675334534,6.293023190250285,11.927906048766111,8.87827531970153,14.971726473739574,NA,NA,NA,NA,NA,NA,0.19526845961809158,52362,100,5236200,0.564817997784653,0.35424544517016154,0.08093655704518544,0,0,0,0,0,0,0
PA_28_DUDA,FEMALE,ADULT,TRUE,-55.772009925,-19.3115757,1868.8083537098782,1868.8083537098782,Yes,2012-11-15,2014-08-20,643,GPS+VHF,Pantanal,4.188173680385996,4.000420287710355,4.3801722257130855,10.188809889997605,10.061951965085472,10.315646112498671,0.2853887709644641,0.2694648092484921,0.30225375558223516,0.4875593666089971,0.46481949496814995,0.5114117168955122,0.1996591329574585,42441,100,4244100,0.5997502415117457,0.32091609528521947,0.0793336632030348,0,0,0,0,0,0,0
PA_29_KARIN,FEMALE,SUB-ADULT,TRUE,-55.81495073,-19.30567644,21.300473158415095,21.300473158415095,No,2012-07-23,2014-07-02,709,VHF,Pantanal,1.042166298474529,0.6475753148787472,1.5291216711201236,NA,NA,NA,0.2749280844596036,0.036807521701507286,2.053532759895965,NA,NA,NA,0.22572702169418335,10364,100,1036400,0.9789656503280587,0.021034349671941337,0,0,0,0,0,0,0,0
PA_30_NELSAO,MALE,ADULT,TRUE,-55.75445977,-19.29992819,95.36164920671455,95.36164920671455,Yes,2012-05-20,2017-12-11,2031,VHF,Pantanal,3.1311973030932414,2.5343991659538228,3.790147852622494,7.5880541643163015,5.0020557814135245,10.172098443958069,NA,NA,NA,NA,NA,NA,0.2731098234653473,31141,100,3114100,0.5187694679040493,0.4812305320959507,0,0,0,0,0,0,0,0
PA_31_JORDANO,MALE,ADULT,TRUE,-55.814163055,-19.28183076,97.6830619455279,97.6830619455279,Yes,2012-09-20,2017-10-30,1866,VHF,Pantanal,8.474826208511942,6.877826407412552,10.236051546726488,19.421247580939436,8.388758449273437,30.601511088165665,0.3374651595673039,0.15484282722958348,0.7354730984918879,0.33414239172311294,0,0.7845412504660279,0.2212574439389365,84316,100,8431600,0.5333270079225769,0.466672992077423,0,0,0,0,0,0,0,0
PA_33_GABRIELA,FEMALE,SUB-ADULT,TRUE,-55.80846866,-19.29842914,65.0901269347301,65.0901269347301,No,2014-07-06,2014-08-15,40,GPS+VHF,Pantanal,6.544852188547191,5.052144473967143,8.22782196195616,9.710297107383273,9.081218799820359,10.338831114255488,0.5590757791187072,0.40790188171497893,0.7662767464642256,0.38067520688448414,0.3011217903266669,0.4812458539760198,0.22317357659339904,65108,100,6510800,0.7050592861092339,0.2949407138907661,0,0,0,0,0,0,0,0
PA_34_CARIJO,MALE,SUB-ADULT,TRUE,-55.8049667,-19.25880453,1315.4612547089778,1315.4612547089778,No,2012-11-21,2014-07-06,592,GPS+VHF,Pantanal,11.239377169984468,10.64014260074364,11.854795913544258,13.576586790687356,13.408477266710733,13.744667712712854,0.3941592221505406,0.36933355350722935,0.4206536095380194,0.49903131742269674,0.47600115881356037,0.5231757342552458,0.260026752948761,111740,100,11174000,0.41038124216932165,0.5635135135135135,0.009334168605691785,0,0,0,0,0,0,0
PA_36_MICHELE,FEMALE,SUB-ADULT,TRUE,-55.767027035,-19.307043434999997,70.08209184254964,70.08209184254964,No,2014-07-03,2014-08-31,59,GPS+VHF,Pantanal,4.342968854005185,3.3860824022915788,5.417123894257137,7.6949064552031095,7.24462817580073,8.144830911988754,0.787549107475552,0.5897456156895238,1.0516968336599988,0.34389366363248347,0.28219647012032123,0.419079841204773,0.2291891723871231,43196,100,4319600,0.5920918603574405,0.3632280766737661,0.044680062968793406,0,0,0,0,0,0,0
PA_38_CASSANDRA,FEMALE,ADULT,TRUE,-55.810702680000006,-19.30059858,62.92785679636555,62.92785679636555,Yes,2013-07-21,2014-09-19,425,VHF,Pantanal,5.0673504191440175,3.893264254798674,6.393802832758165,NA,NA,NA,0.4125763265330807,0.17857010407620902,0.9532347315141063,NA,NA,NA,0.20053227742513022,50416,100,5041600,0.8818232307204062,0.11817676927959378,0,0,0,0,0,0,0,0
PA_40_MALU,FEMALE,ADULT,TRUE,-55.79910578,-19.27578472,951.0252441767302,951.0252441767302,Yes,2013-10-22,2015-05-17,572,GPS+VHF,Pantanal,8.203503201352687,7.690344312331404,8.733001056305511,12.879231571937092,12.682015757393364,13.076405915932071,0.558929910616596,0.5200264388909455,0.6007437730437969,0.36166482665191213,0.3435879555649452,0.3806927592152847,0.24012731228555953,82370,100,8237000,0.46821658370766056,0.5025373315527498,0.011399781473837562,0,0,0,0,0,0,0
PA_47_MORENINHO,MALE,SUB-ADULT,TRUE,-55.7534245,-19.323774,1321.7201011122554,1321.7201011122554,No,2014-12-08,2016-01-04,392,GPS,Pantanal,2.252539078490284,2.1327243326849854,2.375582015982165,8.325725535806706,8.16698922315905,8.484420326679391,0.26140057490517954,0.24417874996894437,0.2798370479390565,0.37670369231082823,0.3521620607581744,0.40295559236307443,0.20692896842956543,22405,100,2240500,0.6432492747154653,0.3567507252845347,0,0,0,0,0,0,0,0
PA_48_TED,MALE,SUB-ADULT,TRUE,-55.75101883,-19.3119013,93.45074793086441,93.45074793086441,No,2015-11-16,2016-07-13,240,GPS,Pantanal,1.6067189805978122,1.2975370424474268,1.9484449763484177,7.83137999504626,7.256144583897156,8.406055872090286,0.20556533404474434,0.1493402563746125,0.2829585778594587,0.46295508082989306,0.3385396348981143,0.6330939859692234,0.2610117495059967,15996,100,1599600,0.6308452113028257,0.3691547886971743,0,0,0,0,0,0,0,0
PA_49_WALLY,MALE,ADULT,TRUE,-55.77579463,-19.2793056,1598.9060052566567,1598.9060052566567,Yes,2015-05-12,2016-08-17,463,GPS+VHF,Pantanal,10.669058230526144,10.152453667530242,11.19830240501649,15.871355447340255,15.70568294206122,16.037004182571287,0.23541156849939113,0.2205978824433373,0.25122002971890867,0.6404849481861752,0.6114385325411033,0.6709112151440518,0.2329030235608419,109165,100,10916500,0.40834516557504696,0.4995007557367288,0.09034947098428983,0,0,0,0,0,0,0
PA_51_MUCCI,MALE,ADULT,TRUE,-55.76285198,-19.32796,1520.4138959944457,1520.4138959944457,Yes,2015-07-02,2016-02-04,217,GPS+VHF,Pantanal,1.5956704103848673,1.5164623775379793,1.6768664182662982,10.954217857851123,10.64470754400385,11.263608557818676,0.1062299889027682,0.09741511808694087,0.11584249718006616,0.3922052365103679,0.35045557120363813,0.43892852671122484,0.2202620506286621,15871,100,1587100,0.5487366895595741,0.45126331044042595,0,0,0,0,0,0,0,0
PA_52_WIE,FEMALE,SUB-ADULT,TRUE,-55.74403,-19.30343,346.312922315398,346.312922315398,No,2015-11-14,2017-03-22,494,GPS+VHF,Pantanal,10.161255517344612,9.11912081161392,11.258959982250111,17.12578766030657,16.088808817516714,18.16192476671811,0.30271989384558157,0.262199262902959,0.349502638242718,0.33557829588926574,0.2742166063540193,0.41067094429196666,0.2606109645631578,101065,100,10106500,0.6313659526047594,0.3686340473952407,0,0,0,0,0,0,0,0
PA_54_PAULONA,FEMALE,ADULT,TRUE,-55.83369,-19.282,1561.8017800478322,1561.8017800478322,Yes,2015-11-15,2017-08-25,649,GPS+VHF,Pantanal,5.467380060688517,5.19955783442601,5.74183335462695,11.360395671232316,11.215765091661488,11.505000951959703,0.3666307749487054,0.34544981907814537,0.38911042274733704,0.44035304303747785,0.4202741055036293,0.4613912681581862,0.21984613686800003,54381,100,5438100,0.6052665453007484,0.3947334546992516,0,0,0,0,0,0,0,0
PA_58_LIANA,FEMALE,ADULT,TRUE,-55.73743,-19.31623,1824.3772027885723,1824.3772027885723,Yes,2016-08-11,2017-08-29,383,GPS+VHF,Pantanal,2.343327340096895,2.2370205007001736,2.4520672310455067,13.314912332769477,12.920568679951327,13.709096330065522,0.15554551190061158,0.14525225447771048,0.16656819792174743,0.3137847554299646,0.28352176318286465,0.34727800658017843,0.21880251169204712,23380,100,2338000,0.7598802395209581,0.2401197604790419,0,0,0,0,0,0,0,0
PA_59_POPEYE,MALE,ADULT,TRUE,-55.74403,-19.320715,828.5652098369917,828.5652098369917,Yes,2016-08-15,2017-04-13,241,GPS+VHF,Pantanal,5.210597658042032,4.861800314843631,5.5713066875889545,13.539020153236336,13.010419814231852,14.067339642890705,0.22460342744418202,0.2044160038760651,0.2467844917380301,0.3167851349715648,0.27798161863384774,0.3610052428363453,0.2064724564552307,51893,100,5189300,0.7028886362322472,0.2971113637677529,0,0,0,0,0,0,0,0
PA_61_DOINHO,MALE,SUB-ADULT,TRUE,-55.75959,-19.30595,247.4445702979351,247.4445702979351,No,2018-06-25,2018-12-17,175,GPS,Pantanal,3.3022392909711202,2.903570921219718,3.726180516942993,6.709018201775822,6.514745827090166,6.903213653958308,0.5293691730548137,0.4518446461933037,0.6201948473698441,0.5627036883083542,0.503958239548368,0.6282969817490918,0.2540450841188431,32847,100,3284700,0.6192955216610345,0.3807044783389655,0,0,0,0,0,0,0,0
PA_62_PRETINHO,MALE,SUB-ADULT,TRUE,-55.81738,-19.30589,105.6196864789051,105.6196864789051,No,2018-08-24,2018-10-15,52,GPS,Pantanal,1.692884472932595,1.3854712344824411,2.0306391249094857,7.386039872069462,6.205791895682182,8.564149823023598,0.36491692611249293,0.2759849055752964,0.48250596417875347,0.2745640800754272,0.1542467228335613,0.48873280859917945,0.21030451357364655,16830,100,1683000,0.943731431966726,0.056268568033273916,0,0,0,0,0,0,0,0
PA_64_COLUMBUS,MALE,SUB-ADULT,TRUE,-55.74894,-19.30714,38.572509977609045,38.572509977609045,No,2019-08-15,2019-08-26,11,GPS,Pantanal,1.495918311686504,1.0615682903409969,2.003595050972745,7.556426794311624,6.287658496964914,8.822834146437243,0.2024557004454078,0.10461345570440782,0.3918072523926163,0.4471187325601679,0.1837392757425973,1.088037166785585,0.23896056413650513,14887,100,1488700,0.735272385302613,0.264727614697387,0,0,0,0,0,0,0,0
PA_65_VALENTINA,FEMALE,SUB-ADULT,TRUE,-55.76778,-19.29463,142.38139903260353,142.38139903260353,No,2018-09-01,2018-12-09,99,GPS,Pantanal,3.473878406736941,2.9267211819045054,4.067230267458096,9.550016773126943,9.078391092862182,10.02132751959123,0.6286220378903404,0.516152201927487,0.7655991101960281,0.3078199480412965,0.26124461530129983,0.36269884568861027,0.2408415973186493,34566,100,3456600,0.605247931493375,0.39475206850662503,0,0,0,0,0,0,0,0
PA_67_CARMINHA,FEMALE,SUB-ADULT,TRUE,-55.75129,-19.32325,268.34704853757904,268.34704853757904,No,2018-10-22,2018-12-07,46,GPS,Pantanal,1.2336396098380766,1.0904403434272523,1.3855450044217437,8.34571246456119,7.76548477136866,8.925403818482772,0.10854043102358597,0.08448562265199948,0.1394441420561278,0.47099259881555694,0.3385020156070052,0.6553403463233068,0.20692896842956543,12267,100,1226700,0.7563381429852449,0.24366185701475504,0,0,0,0,0,0,0,0
PA_68_FAROFO,MALE,ADULT,TRUE,-55.768225,-19.28942,1480.8387426007375,1480.8387426007375,Yes,2017-08-23,2018-08-28,370,GPS,Pantanal,4.369737504654694,4.14998421047241,4.59508034563388,12.11457060757403,11.924865407359599,12.304235016899781,0.20343374059065555,0.189637388186397,0.21823379454070532,0.4968775344889228,0.4658608017219613,0.5299593427204462,0.2934061139822006,44060,100,4406000,0.48976395823876534,0.5102360417612347,0,0,0,0,0,0,0,0
PA_69_ANGELINA,FEMALE,ADULT,TRUE,-55.80435,-19.28268,389.92687680136066,389.92687680136066,Yes,2017-08-27,2018-02-17,174,GPS,Pantanal,3.9893296001766942,3.603142495350692,4.394893711926616,10.994845371951547,10.611259929755029,11.378248309626986,0.38729402031047533,0.34292655398808675,0.43740170139598405,0.3540791534347978,0.31547584685292984,0.3974061664237315,0.20809092124303183,39693,100,3969300,0.7045826720076588,0.2935026327060187,0.0019146952863225255,0,0,0,0,0,0,0
PA_71_SIDNEY,FEMALE,ADULT,TRUE,-55.76288,-19.327455,481.0847919911852,481.0847919911852,Yes,2017-10-28,2018-03-11,134,GPS,Pantanal,2.2688691886722334,2.0706289936560993,2.476041882706391,10.86072119045242,10.386523127146644,11.334638253280112,0.2043363817169956,0.18040548781669322,0.23144172274636443,0.3549207899422782,0.3048527692543713,0.41321181841763605,0.2253807783126831,22567,100,2256700,0.5765941418885984,0.4234058581114016,0,0,0,0,0,0,0,0
PA_74_LAURO,MALE,ADULT,TRUE,-55.76546,-19.37377,439.0160563598803,439.0160563598803,Yes,2017-12-14,2018-06-27,195,GPS,Pantanal,3.6122965518771735,3.282253697008401,3.9579235133357815,10.754133269811465,10.442148522611086,11.065994259351308,0.31084189834062087,0.2751800957296204,0.3511252712802964,0.4118139374450711,0.3703028081478096,0.4579784850195339,0.23267594973246256,35924,100,3592400,0.5118862042088854,0.13589800690346288,0.3522157888876517,0,0,0,0,0,0,0
PA_82_DONNA,FEMALE,SUB-ADULT,TRUE,-55.7614,-19.31374,235.90420517840172,235.90420517840172,No,2019-08-18,2019-10-19,62,GPS,Pantanal,0.9665149253408599,0.8471044167972882,1.0936841596811084,5.823039851732681,5.3841426824524286,6.261499835591756,0.19266460629696944,0.15582387679670445,0.23821542168402324,0.4028800766059741,0.2981573637946805,0.5443848646240661,0.213324636220932,9622,100,962200,0.81147370609021,0.18852629390979006,0,0,0,0,0,0,0,0
PA_86_CUZINHO,MALE,SUB-ADULT,TRUE,-55.76612,-19.29419,761.0212416620593,761.0212416620593,No,2018-10-31,2019-10-15,349,GPS,Pantanal,2.3900202954009053,2.2232088415753686,2.5627803368763686,8.970686001116935,8.790510188830675,9.15081217822753,0.3982355215438668,0.36539938459284804,0.43402243492015913,0.3798151975464483,0.3541345010533267,0.4073581756597177,0.28731024265289307,23755,100,2375500,0.523847611029257,0.476152388970743,0,0,0,0,0,0,0,0
CE_03_LOU,MALE,ADULT,TRUE,-53.87687129,-21.5814432,1949.1203056718584,1949.1203056718584,Yes,2016-03-10,2017-08-15,523,GPS,Cerrado,4.496898551365294,4.299455294764898,4.69871208057351,12.303046885463583,12.151782812906673,12.454285403521599,0.22498212863925984,0.2122812662541889,0.2384428880617423,0.5024809913515227,0.4787476477572576,0.5273908871456829,0.13858122626940408,44808,100,4480800,0.45203981431887164,0.12049187645063382,0,0.14343420817711122,0.1954784859846456,0.08855561506873773,0,0,0,0
CE_04_TITI,MALE,ADULT,TRUE,-53.88041792,-21.58785887,314.32141033853986,314.32141033853986,Yes,2016-03-12,2016-10-06,208,GPS,Cerrado,11.841876603212624,10.568790476804562,13.186313260242475,15.608887210441752,15.28603163478217,15.931651208006173,0.5896871998365366,0.5189236226729365,0.6701005282047469,0.4506091371169693,0.4183755517399753,0.48532614682871433,0.24498672106049277,118012,100,11801200,0.2728451343931126,0.182718706572213,0,0.12183506762024202,0.22064705284208386,0.1831084974409382,0.018845541131410366,0,0,0
