timestamp,location-long,location-lat,individual-local-identifier
2003-05-13 19:35:00,-52.16857628,-22.62228553,AF_14_JAMESBOND
2003-05-13 20:07:00,-52.16831062,-22.6219352,AF_14_JAMESBOND
2003-05-13 20:40:00,-52.16522853,-22.62219246,AF_14_JAMESBOND
2003-05-13 21:24:00,-52.16638745,-22.62001623,AF_14_JAMESBOND
2003-05-15 22:00:00,-52.16987081,-22.62004506,AF_14_JAMESBOND
2003-05-15 23:09:00,-52.16972817,-22.6204345,AF_14_JAMESBOND
2003-05-16 00:02:00,-52.16889054,-22.62147935,AF_14_JAMESBOND
2003-05-16 00:35:00,-52.16974215,-22.62208735,AF_14_JAMESBOND
2003-06-09 07:02:00,-52.17608004,-22.6248411,AF_14_JAMESBOND
2003-06-09 18:34:00,-52.17422161,-22.62368952,AF_14_JAMESBOND
2003-06-09 19:07:00,-52.17376827,-22.62530062,AF_14_JAMESBOND
2003-06-09 19:34:00,-52.17104337,-22.62293595,AF_14_JAMESBOND
2003-06-09 20:03:00,-52.17084005,-22.62305486,AF_14_JAMESBOND
2003-06-09 20:34:00,-52.17104314,-22.62290885,AF_14_JAMESBOND
2003-06-23 22:10:00,-52.17026426,-22.62399844,AF_14_JAMESBOND
2003-06-24 01:00:00,-52.16966328,-22.62426477,AF_14_JAMESBOND
2003-06-24 01:30:00,-52.16722725,-22.62038045,AF_14_JAMESBOND
2001-02-13 04:23:00,-52.17024035,-22.6200243,AF_15_GEORGETE
2001-02-13 05:31:00,-52.17141634,-22.61757693,AF_15_GEORGETE
2001-02-13 06:01:00,-52.17295752,-22.61575013,AF_15_GEORGETE
2001-02-13 19:02:00,-52.16825114,-22.61834971,AF_15_GEORGETE
2001-02-13 19:27:00,-52.16814989,-22.61788076,AF_15_GEORGETE
2001-02-13 21:02:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-02-14 11:30:00,-52.17265878,-22.61379225,AF_15_GEORGETE
2001-02-14 12:55:00,-52.1728211,-22.61342977,AF_15_GEORGETE
2001-02-14 21:57:00,-52.17174144,-22.61805328,AF_15_GEORGETE
2001-02-14 22:42:00,-52.17100275,-22.61813997,AF_15_GEORGETE
2001-02-14 23:08:00,-52.16743073,-22.61797632,AF_15_GEORGETE
2001-02-14 23:33:00,-52.16700625,-22.61840393,AF_15_GEORGETE
2001-02-15 00:36:00,-52.16889736,-22.61883276,AF_15_GEORGETE
2001-02-15 01:14:00,-52.16777478,-22.61724218,AF_15_GEORGETE
2001-02-15 01:47:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-02-15 02:27:00,-52.16903649,-22.61802785,AF_15_GEORGETE
2001-02-15 03:00:00,-52.16830707,-22.61806026,AF_15_GEORGETE
2001-02-15 03:36:00,-52.17132394,-22.61930282,AF_15_GEORGETE
2001-03-20 07:15:00,-52.17833669,-22.60992087,AF_15_GEORGETE
2001-03-20 18:25:00,-52.17879321,-22.60983622,AF_15_GEORGETE
2001-03-20 18:50:00,-52.17842693,-22.61023635,AF_15_GEORGETE
2001-03-23 03:02:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-03-23 17:28:00,-52.17081584,-22.61789745,AF_15_GEORGETE
2001-04-11 04:13:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-04-11 05:07:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-04-11 05:34:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-04-11 06:04:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-04-11 20:36:00,-52.1721014,-22.61805065,AF_15_GEORGETE
2001-04-11 21:02:00,-52.17267102,-22.61753164,AF_15_GEORGETE
2001-04-13 00:40:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-05-08 04:22:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-05-08 05:14:00,-52.1720347,-22.61477233,AF_15_GEORGETE
2001-05-08 05:41:00,-52.17615208,-22.60928655,AF_15_GEORGETE
2001-05-08 21:03:00,-52.17169633,-22.61732198,AF_15_GEORGETE
2001-05-10 21:22:00,-52.17297169,-22.61512678,AF_15_GEORGETE
2001-05-10 22:04:00,-52.17372116,-22.61516647,AF_15_GEORGETE
2001-05-10 22:46:00,-52.17863946,-22.61120127,AF_15_GEORGETE
2001-05-10 23:28:00,-52.17903285,-22.61055707,AF_15_GEORGETE
2001-05-11 00:44:00,-52.18186958,-22.61122267,AF_15_GEORGETE
2001-05-11 01:57:00,-52.17054967,-22.61633677,AF_15_GEORGETE
2001-05-11 15:10:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-05-11 17:01:00,-52.16822874,-22.61915377,AF_15_GEORGETE
2001-05-11 17:26:00,-52.17942882,-22.61135805,AF_15_GEORGETE
2001-06-05 04:22:00,-52.17071058,-22.61810597,AF_15_GEORGETE
2001-06-05 05:12:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-06-05 05:37:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-06-05 06:09:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-06-05 18:12:00,-52.1706418,-22.61802518,AF_15_GEORGETE
2001-06-05 18:53:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-06-05 19:26:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-06-05 21:12:00,-52.17055623,-22.61826065,AF_15_GEORGETE
